,x1,y1,x2,y2,Class,image,Type,MPG,Median MPG
4089,136,247,1876,1045,182,04090.jpg,Sedan,24.8,1
4090,18,95,290,205,48,04091.jpg,SUV,16.3,0
4091,137,103,909,667,97,04092.jpg,Sedan,18.7,1
4092,113,169,1431,993,147,04093.jpg,SUV,17.5,0
4093,75,272,1150,846,186,04094.jpg,SUV,15,0
4094,2,26,264,187,108,04095.jpg,Van,17.5,0
4095,98,89,509,347,136,04096.jpg,Sedan,31.5,1
4096,161,206,553,377,63,04097.jpg,Sedan,29.8,1
4097,21,31,416,228,180,04098.jpg,Coupe,15,0
4098,1,31,149,148,157,04099.jpg,Convertible,29.5,1
4099,51,8,256,187,111,04100.jpg,Pickup Truck,18.7,1
4100,53,222,973,719,150,04101.jpg,Coupe,11,0
4101,114,149,938,633,94,04102.jpg,SUV,17.3,0
4102,160,79,699,457,82,04103.jpg,Station Wagon,22.5,1
4103,48,74,2608,1640,70,04104.jpg,Pickup Truck,15.7,0
4104,20,254,997,642,152,04105.jpg,Coupe,15.3,0
4105,183,6,694,291,145,04106.jpg,SUV,23.6,1
4106,26,83,450,332,148,04107.jpg,SUV,20.6,1
4107,16,37,289,165,155,04108.jpg,SUV,18,0
4108,21,40,445,295,44,04109.jpg,Sedan,13,0
4109,71,33,618,411,101,04110.jpg,Coupe,13,0
4110,27,8,1998,1443,64,04111.jpg,Van,14.8,0
4111,8,29,258,165,129,04112.jpg,Sedan,25.3,1
4112,13,18,250,175,60,04113.jpg,Station Wagon,24.9,1
4113,137,974,1317,1781,133,04114.jpg,SUV,18.5,0
4114,46,19,593,410,147,04115.jpg,SUV,17.5,0
4115,66,68,1552,981,77,04116.jpg,Convertible,21.3,1
4116,2,21,356,264,52,04117.jpg,SUV,18.5,0
4117,19,77,413,242,83,04118.jpg,Station Wagon,25,1
4118,183,120,776,375,182,04119.jpg,Sedan,24.8,1
4119,132,87,547,304,46,04120.jpg,Coupe,10,0
4120,109,132,468,247,8,04121.jpg,Convertible,15.8,0
4121,17,27,258,194,116,04122.jpg,Van,13.5,0
4122,62,24,343,228,115,04123.jpg,Sedan,25.3,1
4123,8,70,473,299,67,04124.jpg,Sedan,29,1
4124,12,52,579,377,159,04125.jpg,SUV,24.6,1
4125,110,101,519,323,42,04126.jpg,Coupe,14,0
4126,1,24,297,190,83,04127.jpg,Station Wagon,25,1
4127,71,65,579,396,192,04128.jpg,Hatchback,24.8,1
4128,22,123,591,373,29,04129.jpg,Sedan,25.5,1
4129,118,75,286,202,158,04130.jpg,Convertible,12,0
4130,37,41,345,173,130,04131.jpg,Hatchback,30.5,1
4131,72,148,555,316,135,04132.jpg,Sedan,27.5,1
4132,20,54,244,154,128,04133.jpg,Coupe,24,1
4133,43,107,683,392,147,04134.jpg,SUV,17.5,0
4134,55,130,989,713,167,04135.jpg,Sedan,24.2,1
4135,164,394,1954,1053,164,04136.jpg,Sedan,21,1
4136,199,482,3385,2465,58,04137.jpg,SUV,19,1
4137,30,48,222,144,31,04138.jpg,Convertible,16.3,0
4138,21,83,633,374,123,04139.jpg,Convertible,33.5,1
4139,61,24,206,144,113,04140.jpg,Pickup Truck,17.1,0
4140,5,1,701,350,184,04141.jpg,Sedan,26.3,1
4141,18,40,210,171,118,04142.jpg,SUV,22,1
4142,8,103,464,254,171,04143.jpg,Coupe,20.5,1
4143,178,163,729,452,110,04144.jpg,SUV,25.2,1
4144,11,192,555,373,128,04145.jpg,Coupe,24,1
4145,114,34,577,337,182,04146.jpg,Sedan,24.8,1
4146,31,158,602,373,122,04147.jpg,Pickup Truck,18.6,0
4147,16,25,271,187,131,04148.jpg,SUV,22,1
4148,19,82,560,337,33,04149.jpg,SUV,16.3,0
4149,28,27,300,181,78,04150.jpg,Van,20,1
4150,47,145,608,366,181,04151.jpg,Sedan,23.7,1
4151,28,58,226,150,27,04152.jpg,Convertible,21.3,1
4152,23,9,641,352,183,04153.jpg,Hatchback,25,1
4153,14,110,619,432,53,04154.jpg,Pickup Truck,14,0
4154,85,106,356,292,15,04155.jpg,Coupe,14.8,0
4155,11,21,733,529,184,04156.jpg,Sedan,26.3,1
4156,10,20,256,171,90,04157.jpg,Pickup Truck,15.5,0
4157,15,49,552,422,135,04158.jpg,Sedan,27.5,1
4158,21,63,577,324,150,04159.jpg,Coupe,11,0
4159,24,57,372,275,178,04160.jpg,Hatchback,29,1
4160,127,166,947,559,89,04161.jpg,SUV,20.3,1
4161,4,25,257,165,95,04162.jpg,SUV,14.8,0
4162,23,31,238,140,70,04163.jpg,Pickup Truck,15.7,0
4163,28,182,467,340,113,04164.jpg,Pickup Truck,17.1,0
4164,107,70,550,318,130,04165.jpg,Hatchback,30.5,1
4165,80,134,708,456,11,04166.jpg,Coupe,15,0
4166,19,175,1582,1081,81,04167.jpg,Convertible,21.8,1
4167,44,148,537,369,159,04168.jpg,SUV,24.6,1
4168,10,41,289,174,128,04169.jpg,Coupe,24,1
4169,29,181,582,398,85,04170.jpg,Van,18.3,0
4170,116,159,788,530,32,04171.jpg,SUV,17,0
4171,145,97,880,638,164,04172.jpg,Sedan,21,1
4172,161,54,1061,642,173,04173.jpg,Sedan,20.1,1
4173,34,52,226,157,175,04174.jpg,Convertible,14,0
4174,36,47,611,463,76,04175.jpg,SUV,16.4,0
4175,218,500,1375,1061,18,04176.jpg,Station Wagon,18,0
4176,42,150,415,348,161,04177.jpg,Convertible,18.4,0
4177,89,120,562,316,182,04178.jpg,Sedan,24.8,1
4178,78,99,573,404,108,04179.jpg,Van,17.5,0
4179,96,151,599,449,65,04180.jpg,Pickup Truck,17,0
4180,110,108,536,265,177,04181.jpg,Sedan,14,0
4181,72,267,2602,1813,58,04182.jpg,SUV,19,1
4182,16,109,981,694,170,04183.jpg,Hatchback,27.7,1
4183,1,1,240,99,125,04184.jpg,Pickup Truck,15.3,0
4184,41,84,583,414,178,04185.jpg,Hatchback,29,1
4185,37,216,746,502,8,04186.jpg,Convertible,15.8,0
4186,99,120,588,415,74,04187.jpg,Pickup Truck,16,0
4187,34,112,961,686,121,04188.jpg,SUV,19,1
4188,95,179,595,362,64,04189.jpg,Van,14.8,0
4189,16,102,621,423,10,04190.jpg,Convertible,15,0
4190,43,104,550,299,16,04191.jpg,Sedan,15,0
4191,173,62,546,349,102,04192.jpg,Convertible,15,0
4192,91,53,579,325,149,04193.jpg,SUV,23.6,1
4193,16,25,638,466,78,04194.jpg,Van,20,1
4194,27,154,605,355,20,04195.jpg,Sedan,16,0
4195,117,323,972,794,164,04196.jpg,Sedan,21,1
4196,34,46,563,374,8,04197.jpg,Convertible,15.8,0
4197,209,290,875,590,130,04198.jpg,Hatchback,30.5,1
4198,8,15,256,178,109,04199.jpg,SUV,16,0
4199,16,62,243,161,118,04200.jpg,SUV,22,1
4200,153,67,561,435,61,04201.jpg,Sedan,21,1
4201,56,117,474,266,141,04202.jpg,Coupe,20.3,1
4202,3,79,239,179,143,04203.jpg,SUV,16,0
4203,27,73,635,425,80,04204.jpg,Convertible,19.5,1
4204,4,2,265,182,31,04205.jpg,Convertible,16.3,0
4205,21,172,666,519,172,04206.jpg,Coupe,26,1
4206,17,13,313,226,106,04207.jpg,Pickup Truck,17.1,0
4207,81,1,447,275,65,04208.jpg,Pickup Truck,17,0
4208,107,562,1913,1203,96,04209.jpg,Sedan,19.8,1
4209,56,114,338,323,180,04210.jpg,Coupe,15,0
4210,80,141,988,640,96,04211.jpg,Sedan,19.8,1
4211,1,7,270,183,65,04212.jpg,Pickup Truck,17,0
4212,8,45,298,145,119,04213.jpg,Van,13.2,0
4213,23,63,227,165,119,04214.jpg,Van,13.2,0
4214,36,141,558,363,194,04215.jpg,Sedan,20.5,1
4215,30,81,274,163,8,04216.jpg,Convertible,15.8,0
4216,209,167,777,380,144,04217.jpg,Coupe,17.8,0
4217,43,117,561,278,59,04218.jpg,Convertible,18.7,1
4218,34,108,595,410,166,04219.jpg,Van,18.3,0
4219,111,31,554,305,146,04220.jpg,SUV,18,0
4220,17,30,247,185,73,04221.jpg,Sedan,21.2,1
4221,17,67,307,236,121,04222.jpg,SUV,19,1
4222,18,33,437,287,124,04223.jpg,Pickup Truck,15,0
4223,17,152,476,367,6,04224.jpg,Coupe,23.7,1
4224,8,139,605,431,88,04225.jpg,Van,18.6,0
4225,51,77,2462,1622,145,04226.jpg,SUV,23.6,1
4226,34,38,276,182,77,04227.jpg,Convertible,21.3,1
4227,11,47,270,155,181,04228.jpg,Sedan,23.7,1
4228,124,75,1069,673,168,04229.jpg,Hatchback,99,1
4229,2,33,778,333,107,04230.jpg,Convertible,18.2,0
4230,14,28,605,489,179,04231.jpg,Convertible,15,0
4231,105,99,579,354,102,04232.jpg,Convertible,15,0
4232,96,66,453,392,116,04233.jpg,Van,13.5,0
4233,1,103,456,266,74,04234.jpg,Pickup Truck,16,0
4234,23,65,637,307,116,04235.jpg,Van,13.5,0
4235,29,160,668,353,107,04236.jpg,Convertible,18.2,0
4236,143,99,1966,1497,20,04237.jpg,Sedan,16,0
4237,48,100,446,289,81,04238.jpg,Convertible,21.8,1
4238,84,38,585,429,118,04239.jpg,SUV,22,1
4239,18,177,778,522,191,04240.jpg,Hatchback,24,1
4240,58,140,1209,670,15,04241.jpg,Coupe,14.8,0
4241,349,88,2212,1429,147,04242.jpg,SUV,17.5,0
4242,66,128,617,379,43,04243.jpg,Coupe,13,0
4243,139,172,690,431,2,04244.jpg,Sedan,20,1
4244,23,89,617,479,87,04245.jpg,Pickup Truck,15.4,0
4245,66,141,739,427,66,04246.jpg,Sedan,28.7,1
4246,45,40,644,283,8,04247.jpg,Convertible,15.8,0
4247,18,1,442,225,124,04248.jpg,Pickup Truck,15,0
4248,22,5,304,159,68,04249.jpg,SUV,15.3,0
4249,28,84,453,282,45,04250.jpg,Convertible,10,0
4250,95,161,558,420,139,04251.jpg,Hatchback,26,1
4251,62,145,450,422,7,04252.jpg,Hatchback,19,1
4252,53,136,557,350,171,04253.jpg,Coupe,20.5,1
4253,8,63,496,281,159,04254.jpg,SUV,24.6,1
4254,169,129,414,278,99,04255.jpg,Hatchback,30,1
4255,7,10,385,353,100,04256.jpg,Convertible,29,1
4256,83,185,577,441,132,04257.jpg,SUV,23.2,1
4257,14,16,609,461,76,04258.jpg,SUV,16.4,0
4258,61,84,974,548,73,04259.jpg,Sedan,21.2,1
4259,36,52,372,218,78,04260.jpg,Van,20,1
4260,79,131,275,317,100,04261.jpg,Convertible,29,1
4261,25,33,483,243,105,04262.jpg,Sedan,24.7,1
4262,41,175,614,399,192,04263.jpg,Hatchback,24.8,1
4263,44,71,594,416,58,04264.jpg,SUV,19,1
4264,11,86,615,416,150,04265.jpg,Coupe,11,0
4265,23,161,619,458,30,04266.jpg,Station Wagon,20.3,1
4266,75,179,564,441,61,04267.jpg,Sedan,21,1
4267,62,13,666,501,65,04268.jpg,Pickup Truck,17,0
4268,39,48,275,180,25,04269.jpg,Coupe,20,1
4269,133,51,1081,872,78,04270.jpg,Van,20,1
4270,8,30,500,325,56,04271.jpg,Coupe,18,0
4271,47,113,749,426,189,04272.jpg,SUV,19,1
4272,61,66,999,696,146,04273.jpg,SUV,18,0
4273,114,84,967,684,132,04274.jpg,SUV,23.2,1
4274,221,577,1736,1340,79,04275.jpg,Sedan,18.8,1
4275,34,90,474,240,179,04276.jpg,Convertible,15,0
4276,11,30,402,191,186,04277.jpg,SUV,15,0
4277,177,377,1929,1070,113,04278.jpg,Pickup Truck,17.1,0
4278,1,39,243,135,161,04279.jpg,Convertible,18.4,0
4279,37,72,471,224,59,04280.jpg,Convertible,18.7,1
4280,72,46,261,140,163,04281.jpg,Coupe,15,0
4281,346,229,1567,883,173,04282.jpg,Sedan,20.1,1
4282,41,28,660,350,96,04283.jpg,Sedan,19.8,1
4283,1,63,619,411,171,04284.jpg,Coupe,20.5,1
4284,6,30,253,152,72,04285.jpg,Coupe,21,1
4285,115,89,591,416,172,04286.jpg,Coupe,26,1
4286,24,41,398,276,160,04287.jpg,Coupe,18,0
4287,76,72,926,690,182,04288.jpg,Sedan,24.8,1
4288,48,41,353,241,51,04289.jpg,Sedan,19,1
4289,152,140,443,355,117,04290.jpg,Sedan,32,1
4290,29,64,215,173,111,04291.jpg,Pickup Truck,18.7,1
4291,33,72,540,322,11,04292.jpg,Coupe,15,0
4292,74,45,996,627,106,04293.jpg,Pickup Truck,17.1,0
4293,1,8,852,525,36,04294.jpg,Convertible,13,0
4294,74,224,448,368,153,04295.jpg,Coupe,11,0
4295,183,255,963,671,101,04296.jpg,Coupe,13,0
4296,231,328,1691,1124,98,04297.jpg,Hatchback,21.4,1
4297,67,152,573,464,155,04298.jpg,SUV,18,0
4298,12,1,599,385,169,04299.jpg,Van,14,0
4299,16,29,241,155,76,04300.jpg,SUV,16.4,0
4300,44,18,229,135,157,04301.jpg,Convertible,29.5,1
4301,42,195,834,429,57,04302.jpg,Coupe,18.3,0
4302,192,581,3976,1791,164,04303.jpg,Sedan,21,1
4303,87,54,581,391,172,04304.jpg,Coupe,26,1
4304,23,130,622,441,118,04305.jpg,SUV,22,1
4305,1,16,120,94,174,04306.jpg,Van,20,1
4306,6,34,242,124,69,04307.jpg,Pickup Truck,16,0
4307,91,90,874,495,9,04308.jpg,Coupe,15.8,0
4308,16,106,584,379,79,04309.jpg,Sedan,18.8,1
4309,29,143,614,423,58,04310.jpg,SUV,19,1
4310,27,115,594,391,117,04311.jpg,Sedan,32,1
4311,3,5,485,210,16,04312.jpg,Sedan,15,0
4312,27,64,250,177,21,04313.jpg,Convertible,18.7,1
4313,13,9,294,181,186,04314.jpg,SUV,15,0
4314,6,62,381,277,161,04315.jpg,Convertible,18.4,0
4315,74,87,579,262,49,04316.jpg,Sedan,24,1
4316,53,339,963,744,107,04317.jpg,Convertible,18.2,0
4317,21,15,363,255,86,04318.jpg,Pickup Truck,15.4,0
4318,15,23,292,163,165,04319.jpg,Sedan,17.5,0
4319,109,14,909,715,154,04320.jpg,SUV,16,0
4320,98,15,630,294,63,04321.jpg,Sedan,29.8,1
4321,35,43,445,314,110,04322.jpg,SUV,25.2,1
4322,10,13,190,91,31,04323.jpg,Convertible,16.3,0
4323,24,3,239,179,121,04324.jpg,SUV,19,1
4324,26,12,457,272,186,04325.jpg,SUV,15,0
4325,108,207,897,596,63,04326.jpg,Sedan,29.8,1
4326,59,37,600,369,146,04327.jpg,SUV,18,0
4327,2,13,221,112,42,04328.jpg,Coupe,14,0
4328,127,170,476,337,100,04329.jpg,Convertible,29,1
4329,72,85,986,646,65,04330.jpg,Pickup Truck,17,0
4330,14,126,500,296,98,04331.jpg,Hatchback,21.4,1
4331,64,151,768,405,182,04332.jpg,Sedan,24.8,1
4332,71,37,312,134,180,04333.jpg,Coupe,15,0
4333,137,272,654,773,45,04334.jpg,Convertible,10,0
4334,47,58,552,412,185,04335.jpg,Sedan,89,1
4335,61,30,969,767,146,04336.jpg,SUV,18,0
4336,24,73,600,338,141,04337.jpg,Coupe,20.3,1
4337,33,67,404,283,5,04338.jpg,Sedan,23.7,1
4338,69,206,769,511,36,04339.jpg,Convertible,13,0
4339,6,46,255,156,91,04340.jpg,Pickup Truck,15.5,0
4340,48,34,400,243,91,04341.jpg,Pickup Truck,15.5,0
4341,15,39,199,124,108,04342.jpg,Van,17.5,0
4342,143,310,915,656,112,04343.jpg,Coupe,14,0
4343,58,124,478,290,188,04344.jpg,Sedan,29,1
4344,172,256,1450,1075,53,04345.jpg,Pickup Truck,14,0
4345,68,95,974,629,79,04346.jpg,Sedan,18.8,1
4346,58,94,467,293,162,04347.jpg,Sedan,20.8,1
4347,11,41,615,416,52,04348.jpg,SUV,18.5,0
4348,33,182,617,386,4,04349.jpg,Sedan,20.7,1
4349,27,45,628,441,67,04350.jpg,Sedan,29,1
4350,200,239,1134,695,35,04351.jpg,Sedan,13,0
4351,179,127,472,333,97,04352.jpg,Sedan,18.7,1
4352,61,225,968,520,43,04353.jpg,Coupe,13,0
4353,53,44,684,444,146,04354.jpg,SUV,18,0
4354,135,253,1115,817,193,04355.jpg,Hatchback,24,1
4355,125,134,477,309,52,04356.jpg,SUV,18.5,0
4356,340,11,1687,1062,25,04357.jpg,Coupe,20,1
4357,37,63,267,215,195,04358.jpg,SUV,16.8,0
4358,66,68,599,306,19,04359.jpg,Hatchback,26,1
4359,9,29,266,154,56,04360.jpg,Coupe,18,0
4360,19,40,210,150,196,04361.jpg,Convertible,36,1
4361,108,81,739,388,160,04362.jpg,Coupe,18,0
4362,38,178,603,371,173,04363.jpg,Sedan,20.1,1
4363,160,289,1009,947,183,04364.jpg,Hatchback,25,1
4364,47,18,562,355,144,04365.jpg,Coupe,17.8,0
4365,96,69,584,303,49,04366.jpg,Sedan,24,1
4366,24,268,1022,567,105,04367.jpg,Sedan,24.7,1
4367,42,91,636,444,72,04368.jpg,Coupe,21,1
4368,108,37,682,555,124,04369.jpg,Pickup Truck,15,0
4369,168,201,782,604,63,04370.jpg,Sedan,29.8,1
4370,103,126,561,414,149,04371.jpg,SUV,23.6,1
4371,6,39,257,136,62,04372.jpg,SUV,21,1
4372,41,197,695,440,91,04373.jpg,Pickup Truck,15.5,0
4373,12,43,639,426,32,04374.jpg,SUV,17,0
4374,310,167,602,372,37,04375.jpg,SUV,21,1
4375,4,67,259,152,161,04376.jpg,Convertible,18.4,0
4376,17,109,626,438,77,04377.jpg,Convertible,21.3,1
4377,80,73,706,438,144,04378.jpg,Coupe,17.8,0
4378,10,13,234,146,12,04379.jpg,Convertible,14.5,0
4379,7,91,463,296,17,04380.jpg,Sedan,18.3,0
4380,83,129,367,289,76,04381.jpg,SUV,16.4,0
4381,42,80,727,420,168,04382.jpg,Hatchback,99,1
4382,1,6,500,240,159,04383.jpg,SUV,24.6,1
4383,17,55,285,166,175,04384.jpg,Convertible,14,0
4384,53,53,569,371,35,04385.jpg,Sedan,13,0
4385,37,38,540,245,10,04386.jpg,Convertible,15,0
4386,35,17,607,437,122,04387.jpg,Pickup Truck,18.6,0
4387,41,155,619,416,180,04388.jpg,Coupe,15,0
4388,25,28,377,249,85,04389.jpg,Van,18.3,0
4389,69,145,855,581,139,04390.jpg,Hatchback,26,1
4390,129,74,797,451,148,04391.jpg,SUV,20.6,1
4391,32,49,363,222,5,04392.jpg,Sedan,23.7,1
4392,139,60,745,465,95,04393.jpg,SUV,14.8,0
4393,17,8,611,443,58,04394.jpg,SUV,19,1
4394,68,184,719,467,102,04395.jpg,Convertible,15,0
4395,59,15,753,465,8,04396.jpg,Convertible,15.8,0
4396,23,24,307,203,111,04397.jpg,Pickup Truck,18.7,1
4397,721,172,3678,1982,176,04398.jpg,Sedan,15,0
4398,89,83,219,142,39,04399.jpg,Convertible,14,0
4399,40,104,587,363,129,04400.jpg,Sedan,25.3,1
4400,221,136,425,226,46,04401.jpg,Coupe,10,0
4401,7,88,239,188,100,04402.jpg,Convertible,29,1
4402,1,58,300,187,160,04403.jpg,Coupe,18,0
4403,37,42,290,201,146,04404.jpg,SUV,18,0
4404,113,69,500,333,77,04405.jpg,Convertible,21.3,1
4405,39,231,486,374,151,04406.jpg,Coupe,13,0
4406,164,265,974,548,57,04407.jpg,Coupe,18.3,0
4407,27,135,626,398,75,04408.jpg,Pickup Truck,16,0
4408,51,97,563,390,79,04409.jpg,Sedan,18.8,1
4409,47,13,463,327,30,04410.jpg,Station Wagon,20.3,1
4410,4,70,500,273,160,04411.jpg,Coupe,18,0
4411,1,22,188,188,158,04412.jpg,Convertible,12,0
4412,33,121,695,430,132,04413.jpg,SUV,23.2,1
4413,8,48,249,163,65,04414.jpg,Pickup Truck,17,0
4414,39,51,546,383,154,04415.jpg,SUV,16,0
4415,60,67,582,398,188,04416.jpg,Sedan,29,1
4416,74,13,428,314,178,04417.jpg,Hatchback,29,1
4417,56,38,605,415,161,04418.jpg,Convertible,18.4,0
4418,14,59,408,290,117,04419.jpg,Sedan,32,1
4419,52,105,432,327,90,04420.jpg,Pickup Truck,15.5,0
4420,36,1,1005,767,154,04421.jpg,SUV,16,0
4421,61,97,967,690,146,04422.jpg,SUV,18,0
4422,29,17,1163,715,162,04423.jpg,Sedan,20.8,1
4423,247,284,892,538,134,04424.jpg,Sedan,36,1
4424,26,49,289,186,95,04425.jpg,SUV,14.8,0
4425,48,13,499,345,142,04426.jpg,SUV,16,0
4426,268,152,794,362,11,04427.jpg,Coupe,15,0
4427,2,49,637,405,14,04428.jpg,Coupe,26,1
4428,108,72,902,412,79,04429.jpg,Sedan,18.8,1
4429,19,156,619,327,102,04430.jpg,Convertible,15,0
4430,37,408,1552,946,87,04431.jpg,Pickup Truck,15.4,0
4431,114,134,1230,658,188,04432.jpg,Sedan,29,1
4432,116,324,733,602,144,04433.jpg,Coupe,17.8,0
4433,80,138,611,357,33,04434.jpg,SUV,16.3,0
4434,18,8,620,384,161,04435.jpg,Convertible,18.4,0
4435,76,4,828,600,182,04436.jpg,Sedan,24.8,1
4436,75,1,603,434,57,04437.jpg,Coupe,18.3,0
4437,135,197,627,436,118,04438.jpg,SUV,22,1
4438,66,218,959,711,69,04439.jpg,Pickup Truck,16,0
4439,26,110,621,435,61,04440.jpg,Sedan,21,1
4440,34,32,872,568,153,04441.jpg,Coupe,11,0
4441,4,18,293,207,83,04442.jpg,Station Wagon,25,1
4442,50,109,947,521,25,04443.jpg,Coupe,20,1
4443,75,196,951,915,118,04444.jpg,SUV,22,1
4444,81,44,449,273,195,04445.jpg,SUV,16.8,0
4445,147,157,741,407,104,04446.jpg,Coupe,14,0
4446,5,118,551,293,17,04447.jpg,Sedan,18.3,0
4447,26,76,205,159,13,04448.jpg,Coupe,24.5,1
4448,35,134,781,431,43,04449.jpg,Coupe,13,0
4449,9,27,275,157,165,04450.jpg,Sedan,17.5,0
4450,61,407,905,647,160,04451.jpg,Coupe,18,0
4451,35,109,601,346,66,04452.jpg,Sedan,28.7,1
4452,80,145,443,288,56,04453.jpg,Coupe,18,0
4453,61,95,571,326,102,04454.jpg,Convertible,15,0
4454,94,385,1399,1071,167,04455.jpg,Sedan,24.2,1
4455,35,123,267,200,15,04456.jpg,Coupe,14.8,0
4456,1,74,632,429,169,04457.jpg,Van,14,0
4457,21,94,240,184,48,04458.jpg,SUV,16.3,0
4458,46,28,564,370,176,04459.jpg,Sedan,15,0
4459,109,78,1172,787,130,04460.jpg,Hatchback,30.5,1
4460,20,170,598,359,39,04461.jpg,Convertible,14,0
4461,9,26,617,445,85,04462.jpg,Van,18.3,0
4462,90,139,524,395,58,04463.jpg,SUV,19,1
4463,33,104,725,352,102,04464.jpg,Convertible,15,0
4464,52,43,534,425,177,04465.jpg,Sedan,14,0
4465,17,41,235,146,143,04466.jpg,SUV,16,0
4466,9,50,316,186,88,04467.jpg,Van,18.6,0
4467,82,60,445,301,82,04468.jpg,Station Wagon,22.5,1
4468,34,55,233,165,31,04469.jpg,Convertible,16.3,0
4469,19,49,283,191,5,04470.jpg,Sedan,23.7,1
4470,13,493,1944,1395,127,04471.jpg,Van,18.5,0
4471,110,159,352,249,31,04472.jpg,Convertible,16.3,0
4472,1,97,1015,696,111,04473.jpg,Pickup Truck,18.7,1
4473,46,30,354,240,139,04474.jpg,Hatchback,26,1
4474,196,159,739,529,25,04475.jpg,Coupe,20,1
4475,29,72,221,144,57,04476.jpg,Coupe,18.3,0
4476,27,134,479,291,93,04477.jpg,Coupe,16.5,0
4477,21,66,251,174,54,04478.jpg,Pickup Truck,21,1
4478,33,58,242,148,189,04479.jpg,SUV,19,1
4479,199,329,1349,829,24,04480.jpg,Sedan,15.5,0
4480,33,73,545,377,125,04481.jpg,Pickup Truck,15.3,0
4481,22,88,479,312,4,04482.jpg,Sedan,20.7,1
4482,136,2,760,379,119,04483.jpg,Van,13.2,0
4483,35,79,271,185,5,04484.jpg,Sedan,23.7,1
4484,21,39,268,156,97,04485.jpg,Sedan,18.7,1
4485,60,166,614,425,2,04486.jpg,Sedan,20,1
4486,20,95,615,450,38,04487.jpg,Convertible,22.4,1
4487,29,53,284,194,175,04488.jpg,Convertible,14,0
4488,26,109,611,384,82,04489.jpg,Station Wagon,22.5,1
4489,20,69,629,402,173,04490.jpg,Sedan,20.1,1
4490,81,58,1550,1069,140,04491.jpg,Sedan,23,1
4491,13,76,488,283,141,04492.jpg,Coupe,20.3,1
4492,18,27,332,206,8,04493.jpg,Convertible,15.8,0
4493,128,115,506,358,9,04494.jpg,Coupe,15.8,0
4494,39,74,233,180,8,04495.jpg,Convertible,15.8,0
4495,154,313,949,513,112,04496.jpg,Coupe,14,0
4496,63,105,396,353,12,04497.jpg,Convertible,14.5,0
4497,134,41,553,300,178,04498.jpg,Hatchback,29,1
4498,141,47,500,218,132,04499.jpg,SUV,23.2,1
4499,35,124,211,179,29,04500.jpg,Sedan,25.5,1
4500,29,24,467,335,186,04501.jpg,SUV,15,0
4501,29,68,494,279,66,04502.jpg,Sedan,28.7,1
4502,26,31,381,251,130,04503.jpg,Hatchback,30.5,1
4503,31,113,411,295,122,04504.jpg,Pickup Truck,18.6,0
4504,10,4,348,165,28,04505.jpg,Coupe,21.5,1
4505,478,286,1534,979,63,04506.jpg,Sedan,29.8,1
4506,2,40,300,151,115,04507.jpg,Sedan,25.3,1
4507,187,132,453,346,135,04508.jpg,Sedan,27.5,1
4508,105,52,356,210,9,04509.jpg,Coupe,15.8,0
4509,107,109,444,255,9,04510.jpg,Coupe,15.8,0
4510,107,261,893,610,4,04511.jpg,Sedan,20.7,1
4511,23,91,620,373,77,04512.jpg,Convertible,21.3,1
4512,21,31,382,228,110,04513.jpg,SUV,25.2,1
4513,65,111,402,396,191,04514.jpg,Hatchback,24,1
4514,6,42,493,296,154,04515.jpg,SUV,16,0
4515,257,42,585,223,159,04516.jpg,SUV,24.6,1
4516,4,80,247,156,152,04517.jpg,Coupe,15.3,0
4517,42,85,379,291,121,04518.jpg,SUV,19,1
4518,42,39,254,143,39,04519.jpg,Convertible,14,0
4519,78,24,621,265,126,04520.jpg,Van,21.5,1
4520,217,565,1366,979,112,04521.jpg,Coupe,14,0
4521,33,81,580,333,97,04522.jpg,Sedan,18.7,1
4522,49,45,597,338,104,04523.jpg,Coupe,14,0
4523,24,64,278,223,142,04524.jpg,SUV,16,0
4524,2,5,395,198,82,04525.jpg,Station Wagon,22.5,1
4525,103,74,937,557,191,04526.jpg,Hatchback,24,1
4526,232,295,947,636,37,04527.jpg,SUV,21,1
4527,14,27,391,171,98,04528.jpg,Hatchback,21.4,1
4528,17,66,632,363,165,04529.jpg,Sedan,17.5,0
4529,4,23,393,268,139,04530.jpg,Hatchback,26,1
4530,27,103,753,361,43,04531.jpg,Coupe,13,0
4531,99,176,536,376,142,04532.jpg,SUV,16,0
4532,51,377,971,644,12,04533.jpg,Convertible,14.5,0
4533,27,73,555,330,195,04534.jpg,SUV,16.8,0
4534,21,46,602,370,135,04535.jpg,Sedan,27.5,1
4535,111,77,439,332,117,04536.jpg,Sedan,32,1
4536,160,203,1363,810,14,04537.jpg,Coupe,26,1
4537,28,165,1005,551,194,04538.jpg,Sedan,20.5,1
4538,18,118,325,221,72,04539.jpg,Coupe,21,1
4539,307,278,1279,892,144,04540.jpg,Coupe,17.8,0
4540,182,124,477,325,96,04541.jpg,Sedan,19.8,1
4541,10,48,483,295,171,04542.jpg,Coupe,20.5,1
4542,456,363,1433,905,96,04543.jpg,Sedan,19.8,1
4543,18,18,328,190,1,04544.jpg,SUV,10,0
4544,95,98,1132,589,102,04545.jpg,Convertible,15,0
4545,369,251,945,529,192,04546.jpg,Hatchback,24.8,1
4546,28,67,240,233,30,04547.jpg,Station Wagon,20.3,1
4547,68,66,264,174,27,04548.jpg,Convertible,21.3,1
4548,37,143,559,309,17,04549.jpg,Sedan,18.3,0
